 ,Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
51,M13,Nortje,DC,MI,LH,Defending,Dubai,BALL,0,1,25,nb
51,M13,Praveen Dubey,DC,MI,RH,Defending,Dubai,BALL,7,0,9,nb
51,M13,De Kock,MI,DC,LH,Defending,Dubai,WK,26,0,60,BOLD
51,M13,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,12,0,25,NO
51,M13,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,72,0,98,NO
51,M13,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,0,0,24,nb
51,M13,J Yadav,MI,DC,RH,Defending,Dubai,BALL,0,0,6,nb
51,M13,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,0,0,4,nb
51,M13,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,0,1,29,nb
51,M13,Rahul Chahar,MI,DC,RH,Defending,Dubai,BALL,0,1,31,nb
51,M13,Boult,MI,DC,LH,Defending,Dubai,BALL,0,3,81,nb
51,M13,Bumrah,MI,DC,RH,Defending,Dubai,BALL,0,3,95,nb
51,M13,Saurabh Tiwary,MI,DC,LH,Defending,Dubai,BAT,0,0,4,nb
52,M13,Devdutt Padikkal,RCB,SRH,LH,Defending,Sheikh Zayed,BAT,5,0,10,BOLD
52,M13,Josh Phillipe,RCB,SRH,RH,Defending,Sheikh Zayed,WK,32,0,40,CAUGHT
52,M13,Virat Kohli,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,7,0,19,CAUGHT
52,M13,AB de Villiers,RCB,SRH,RH,Defending,Sheikh Zayed,WK,24,0,43,CAUGHT
52,M13,Gurkeerat Singh,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,15,0,26,NO
52,M13,W Sundar,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,21,1,52,CAUGHT
52,M13,Chris Morris,RCB,SRH,RH,Defending,Sheikh Zayed,ALL,3,0,13,CAUGHT
52,M13,Mohammed Siraj,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,2,0,6,NO
52,M13,Navdeep Saini,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,0,1,23,nb
52,M13,Isuru Udana,RCB,SRH,LH,Defending,Sheikh Zayed,BALL,0,1,37,CAUGHT
52,M13,Y Chahal,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,0,2,56,nb
52,M13,Warner,SRH,RCB,LH,Chasing,Sheikh Zayed,BAT,8,0,22,CAUGHT
52,M13,W Saha,SRH,RCB,RH,Chasing,Sheikh Zayed,WK,39,0,49,STUMPING
52,M13,Manish Pandey,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,26,0,43,CAUGHT
52,M13,Kane Williamson,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,8,0,24,CAUGHT
52,M13,Jason Holder,SRH,RCB,RH,Chasing,Sheikh Zayed,ALL,26,2,87,NO
52,M13,Abhishek Sharma,SRH,RCB,RH,Chasing,Sheikh Zayed,ALL,0,0,22,CAUGHT
52,M13,Abdul Samad,SRH,RCB,LH,Chasing,Sheikh Zayed,ALL,0,0,4,nb
52,M13,Shahbaz Nadeem,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,0,1,29,nb
52,M13,Rashid Khan,SRH,RCB,RH,Chasing,Sheikh Zayed,BALL,0,1,31,nb
52,M13,Sandeep Sharma,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,0,2,56,nb
52,M13,Natarajan,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,0,1,43,nb
53,M14,KL Rahul,KXIP,CSK,RH,Defending,Sheikh Zayed,WK,29,0,46,BOLD
53,M14,Mandeep Singh,KXIP,CSK,RH,Defending,Sheikh Zayed,BAT,14,0,19,BOLD
53,M14,Chris Gayle,KXIP,CSK,LH,Defending,Sheikh Zayed,BAT,12,0,14,LBW
53,M14,Nicolas Pooran,KXIP,CSK,LH,Defending,Sheikh Zayed,WK,2,0,6,CAUGHT
53,M14,James Neesham,KXIP,CSK,LH,Defending,Sheikh Zayed,ALL,2,0,6,CAUGHT
53,M14,Deepak Hooda,KXIP,CSK,RH,Defending,Sheikh Zayed,BAT,62,0,85,NO
53,M14,Chris Jordan,KXIP,CSK,LH,Defending,Sheikh Zayed,ALL,4,1,29,NO
53,M14,Murugan Ashwin,KXIP,CSK,RH,Defending,Sheikh Zayed,BALL,0,0,8,nb
53,M14,Ravi Bishnoi,KXIP,CSK,RH,Defending,Sheikh Zayed,BALL,0,0,2,nb
53,M14,Mohammed Shami,KXIP,CSK,RH,Defending,Sheikh Zayed,BALL,0,0,4,nb
53,M14,Mayank Agarwal,KXIP,CSK,RH,Defending,Sheikh Zayed,BAT,26,0,35,nb
53,M14,Rituraj Gaikwad,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,62,0,90,NO
53,M14,Du Plesis,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,48,0,60,CAUGHT
53,M14,Rayudu,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,30,0,36,NO
53,M14,MS Dhoni,CSK,KXIP,RH,Chasing,Sheikh Zayed,WK,0,0,12,nb
53,M14,Sam Curran,CSK,KXIP,LH,Chasing,Sheikh Zayed,ALL,0,0,4,nb
53,M14,Jadeja,CSK,KXIP,LH,Chasing,Sheikh Zayed,ALL,0,1,31,nb
53,M14,Imran Tahir,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,0,1,31,nb
53,M14,Deepak Chahar,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,0,0,2,nb
53,M14,S Thakur,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,0,1,29,nb
53,M14,Ngidi,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,0,3,77,nb
53,M14,Jagadeesan,CSK,KXIP,LH,Chasing,Sheikh Zayed,BAT,0,0,4,nb
54,M14,Ben Stokes,RR,KKR,LH,Chasing,Dubai,ALL,18,0,28,CAUGHT
54,M14,Robin Uthappa,RR,KKR,RH,Chasing,Dubai,BAT,6,0,20,CAUGHT
54,M14,Steve Smith,RR,KKR,RH,Chasing,Dubai,BAT,4,0,17,BOLD
54,M14,Sanju Samson,RR,KKR,RH,Chasing,Dubai,WK,1,0,21,CAUGHT
54,M14,Jos Butler,RR,KKR,RH,Chasing,Dubai,WK,35,0,53,CAUGHT
54,M14,Riyag Parag,RR,KKR,RH,Chasing,Dubai,ALL,0,0,2,CAUGHT
54,M14,Rahul Tewatia,RR,KKR,LH,Chasing,Dubai,ALL,31,3,114,CAUGHT
54,M14,Jofra Archer,RR,KKR,RH,Chasing,Dubai,BALL,6,1,39,CAUGHT
54,M14,Shreyas Gopal,RR,KKR,RH,Chasing,Dubai,BALL,23,1,48,NO
54,M14,Varun Aaron,RR,KKR,RH,Chasing,Dubai,BALL,0,0,0,NO
54,M14,K Tyagi,RR,KKR,RH,Chasing,Dubai,BALL,2,2,54,CAUGHT
54,M14,Rahul Tripathi,KKR,RR,RH,Defending,Dubai,BAT,39,0,51,CAUGHT
54,M14,Shubman Gill,KKR,RR,RH,Defending,Dubai,BAT,36,0,46,CAUGHT
54,M14,Nitish Rana,KKR,RR,LH,Defending,Dubai,BAT,0,0,2,CAUGHT
54,M14,Dinesh Karthik,KKR,RR,RH,Defending,Dubai,WK,0,0,34,CAUGHT
54,M14,Eoin Morgan,KKR,RR,LH,Defending,Dubai,BAT,68,0,97,NO
54,M14,Sunil Narine,KKR,RR,RH,Defending,Dubai,ALL,0,0,0,CAUGHT
54,M14,Pat Cummins,KKR,RR,RH,Defending,Dubai,BALL,15,4,137,CAUGHT
54,M14,Varun Chakravarthy,KKR,RR,RH,Defending,Dubai,BALL,0,2,56,nb
54,M14,Kamlesh Nagarkoti,KKR,RR,RH,Defending,Dubai,BALL,1,1,40,NO
54,M14,Shivam Mavi,KKR,RR,RH,Defending,Dubai,BALL,0,2,84,nb
54,M14,Andre Russell,KKR,RR,RH,Defending,Dubai,ALL,25,0,36,CAUGHT
55,M14,Devdutt Padikkal,RCB,DC,LH,Defending,Sheikh Zayed,BAT,50,0,67,BOLD
55,M14,Josh Phillipe,RCB,DC,RH,Defending,Sheikh Zayed,WK,12,0,17,CAUGHT
55,M14,Virat Kohli,RCB,DC,RH,Defending,Sheikh Zayed,BAT,29,0,37,CAUGHT
55,M14,AB de Villiers,RCB,DC,RH,Defending,Sheikh Zayed,WK,35,0,44,RUNOUT
55,M14,Shivam Dube,RCB,DC,LH,Defending,Sheikh Zayed,ALL,17,0,41,CAUGHT
55,M14,W Sundar,RCB,DC,LH,Defending,Sheikh Zayed,ALL,0,1,31,NO
55,M14,Chris Morris,RCB,DC,RH,Defending,Sheikh Zayed,ALL,0,0,0,CAUGHT
55,M14,Mohammed Siraj,RCB,DC,RH,Defending,Sheikh Zayed,BAT,0,1,35,nb
55,M14,Shahbaz Ahmed,RCB,DC,LH,Defending,Sheikh Zayed,ALL,1,2,55,NO
55,M14,Isuru Udana,RCB,DC,LH,Defending,Sheikh Zayed,BALL,4,0,3,CAUGHT
55,M14,Y Chahal,RCB,DC,RH,Defending,Sheikh Zayed,BALL,0,0,4,nb
55,M14,P.Shaw,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,9,0,23,BOLD
55,M14,Shikhar Dhawan,DC,RCB,LH,Chasing,Sheikh Zayed,BAT,54,0,72,CAUGHT
55,M14,Axar Patel,DC,RCB,LH,Chasing,Sheikh Zayed,ALL,0,0,4,nb
55,M14,Shreyas Iyer,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,7,0,19,CAUGHT
55,M14,Rishabh Pant,DC,RCB,LH,Chasing,Sheikh Zayed,WK,8,0,27,NO
55,M14,Marcus Stoinis,DC,RCB,RH,Chasing,Sheikh Zayed,ALL,10,0,24,NO
55,M14,Ashwin,DC,RCB,RH,Chasing,Sheikh Zayed,BALL,0,1,33,nb
55,M14,Daniel Sams,DC,RCB,RH,Chasing,Sheikh Zayed,ALL,0,0,2,nb
55,M14,Rabada,DC,RCB,RH,Chasing,Sheikh Zayed,BALL,0,2,54,nb
55,M14,Nortje,DC,RCB,LH,Chasing,Sheikh Zayed,BALL,0,3,79,nb
55,M14,A Rahane,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,60,0,93,nb
56,M14,De Kock,MI,SRH,LH,Defending,Sharjah,WK,25,0,35,BOLD
56,M14,S.Yadav,MI,SRH,RH,Defending,Sharjah,BAT,36,0,45,STUMPING
56,M14,Ishan Kishan,MI,SRH,LH,Defending,Sharjah,WK,33,0,42,BOLD
56,M14,Krunal Pandya,MI,SRH,LH,Defending,Sharjah,ALL,0,0,-4,CAUGHT
56,M14,Rohit Sharma,MI,SRH,RH,Defending,Sharjah,BAT,4,0,8,CAUGHT
56,M14,Kieron Pollard,MI,SRH,RH,Defending,Sharjah,ALL,41,0,55,BOLD
56,M14,Coulter Nile,MI,SRH,RH,Defending,Sharjah,BALL,1,0,5,CAUGHT
56,M14,Rahul Chahar,MI,SRH,RH,Defending,Sharjah,BALL,0,0,2,nb
56,M14,Pattinson,MI,SRH,RH,Defending,Sharjah,BALL,4,0,6,NO
56,M14,D Kulkarni,MI,SRH,RH,Defending,Sharjah,BALL,3,0,7,NO
56,M14,Saurabh Tiwary,MI,SRH,LH,Defending,Sharjah,BAT,1,0,5,CAUGHT
56,M14,Warner,SRH,MI,LH,Chasing,Sharjah,BAT,85,0,117,NO
56,M14,W Saha,SRH,MI,RH,Chasing,Sharjah,WK,58,0,99,NO
56,M14,Manish Pandey,SRH,MI,RH,Chasing,Sharjah,BAT,0,0,4,nb
56,M14,Kane Williamson,SRH,MI,RH,Chasing,Sharjah,BAT,0,0,12,nb
56,M14,Jason Holder,SRH,MI,RH,Chasing,Sharjah,ALL,0,2,54,nb
56,M14,Priyam Garg,SRH,MI,RH,Chasing,Sharjah,BAT,0,0,12,nb
56,M14,Abdul Samad,SRH,MI,LH,Chasing,Sharjah,ALL,0,0,4,nb
56,M14,Shahbaz Nadeem,SRH,MI,RH,Chasing,Sharjah,BAT,0,2,58,nb
56,M14,Rashid Khan,SRH,MI,RH,Chasing,Sharjah,BALL,0,1,29,nb
56,M14,Sandeep Sharma,SRH,MI,LH,Chasing,Sharjah,BALL,0,3,79,nb
56,M14,Natarajan,SRH,MI,LH,Chasing,Sharjah,BALL,0,0,2,nb
57,M15,De Kock,MI,DC,LH,Defending,Dubai,WK,40,0,67,CAUGHT
57,M15,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,51,0,81,CAUGHT
57,M15,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,55,0,77,NO
57,M15,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,13,1,46,CAUGHT
57,M15,Rohit Sharma,MI,DC,RH,Defending,Dubai,BAT,0,0,10,LBW
57,M15,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,0,1,25,CAUGHT
57,M15,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,0,0,4,nb
57,M15,Rahul Chahar,MI,DC,RH,Defending,Dubai,BALL,0,0,6,nb
57,M15,Boult,MI,DC,LH,Defending,Dubai,BALL,0,2,66,nb
57,M15,Bumrah,MI,DC,RH,Defending,Dubai,BALL,0,4,126,nb
57,M15,Hardik Pandya,MI,DC,RH,Defending,Dubai,ALL,37,0,51,NO
57,M15,P.Shaw,DC,MI,RH,Chasing,Dubai,BAT,0,0,2,CAUGHT
57,M15,Shikhar Dhawan,DC,MI,LH,Chasing,Dubai,BAT,0,0,10,BOLD
57,M15,Axar Patel,DC,MI,LH,Chasing,Dubai,ALL,42,0,52,CAUGHT
57,M15,Shreyas Iyer,DC,MI,RH,Chasing,Dubai,BAT,12,0,19,CAUGHT
57,M15,Rishabh Pant,DC,MI,LH,Chasing,Dubai,WK,3,0,7,CAUGHT
57,M15,Marcus Stoinis,DC,MI,RH,Chasing,Dubai,ALL,65,1,114,BOLD
57,M15,Ashwin,DC,MI,RH,Chasing,Dubai,BALL,0,3,79,nb
57,M15,Daniel Sams,DC,MI,RH,Chasing,Dubai,ALL,0,0,14,CAUGHT
57,M15,Rabada,DC,MI,RH,Chasing,Dubai,BALL,15,0,25,NO
57,M15,Nortje,DC,MI,LH,Chasing,Dubai,BALL,0,1,23,nb
57,M15,A Rahane,DC,MI,RH,Chasing,Dubai,BAT,0,0,2,LBW
58,M15,Devdutt Padikkal,RCB,SRH,LH,Defending,Sheikh Zayed,BAT,1,0,5,CAUGHT
58,M15,Aaron Finch,RCB,SRH,RH,Defending,Sheikh Zayed,WK,32,0,41,CAUGHT
58,M15,Virat Kohli,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,6,0,10,CAUGHT
58,M15,AB de Villiers,RCB,SRH,RH,Defending,Sheikh Zayed,WK,56,0,97,BOLD
58,M15,Shivam Dube,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,8,0,10,CAUGHT
58,M15,W Sundar,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,5,0,5,CAUGHT
58,M15,Moeen Ali,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,0,0,2,RUNOUT
58,M15,Mohammed Siraj,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,10,2,65,NO
58,M15,Adam Zampa,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,0,1,43,nb
58,M15,Navdeep Saini,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,9,0,14,NO
58,M15,Y Chahal,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,0,1,31,nb
58,M15,Warner,SRH,RCB,LH,Chasing,Sheikh Zayed,BAT,17,0,32,CAUGHT
58,M15,S Goswami,SRH,RCB,RH,Chasing,Sheikh Zayed,WK,0,0,10,CAUGHT
58,M15,Manish Pandey,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,24,0,33,CAUGHT
58,M15,Kane Williamson,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,50,0,68,NO
58,M15,Jason Holder,SRH,RCB,RH,Chasing,Sheikh Zayed,ALL,24,3,106,NO
58,M15,Priyam Garg,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,7,0,15,CAUGHT
58,M15,Abdul Samad,SRH,RCB,LH,Chasing,Sheikh Zayed,ALL,0,0,20,nb
58,M15,Shahbaz Nadeem,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,0,1,29,nb
58,M15,Rashid Khan,SRH,RCB,RH,Chasing,Sheikh Zayed,BALL,0,0,18,nb
58,M15,Sandeep Sharma,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,0,0,6,nb
58,M15,Natarajan,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,0,2,54,nb
59,M16,Marcus Stoinis,DC,SRH,RH,Defending,Sheikh Zayed,ALL,38,3,132,BOLD
59,M16,Shikhar Dhawan,DC,SRH,LH,Defending,Sheikh Zayed,BAT,78,0,100,LBW
59,M16,Shreyas Iyer,DC,SRH,RH,Defending,Sheikh Zayed,BAT,21,0,26,CAUGHT
59,M16,Hetmeyer,DC,SRH,LH,Defending,Sheikh Zayed,BAT,42,0,52,NO
59,M16,Rishabh Pant,DC,SRH,LH,Defending,Sheikh Zayed,WK,2,0,6,NO
59,M16,A Rahane,DC,SRH,RH,Defending,Sheikh Zayed,BAT,0,0,4,nb
59,M16,Axar Patel,DC,SRH,LH,Defending,Sheikh Zayed,BALL,0,1,37,nb
59,M16,Rabada,DC,SRH,LH,Defending,Sheikh Zayed,BALL,0,4,120,nb
59,M16,Nortje,DC,SRH,RH,Defending,Sheikh Zayed,BALL,0,0,10,nb
59,M16,Ashwin,DC,SRH,RH,Defending,Sheikh Zayed,BALL,0,0,0,nb
59,M16,Praveen Dubey,DC,SRH,RH,Defending,Sheikh Zayed,BALL,0,0,12,nb
59,M16,S Goswami,SRH,DC,RH,Chasing,Sheikh Zayed,WK,0,0,2,CAUGHT
59,M16,Warner,SRH,DC,LH,Chasing,Sheikh Zayed,BAT,2,0,6,BOLD
59,M16,Manish Pandey,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,21,0,36,CAUGHT
59,M16,Kane Williamson,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,67,0,92,CAUGHT
59,M16,Jason Holder,SRH,DC,RH,Chasing,Sheikh Zayed,ALL,11,1,35,CAUGHT
59,M16,Priyam Garg,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,17,0,25,BOLD
59,M16,Abdul Samad,SRH,DC,LH,Chasing,Sheikh Zayed,ALL,33,0,43,CAUGHT
59,M16,Shahbaz Nadeem,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,2,0,0,NO
59,M16,Rashid Khan,SRH,DC,RH,Chasing,Sheikh Zayed,BALL,11,1,43,CAUGHT
59,M16,Sandeep Sharma,SRH,DC,LH,Chasing,Sheikh Zayed,BALL,2,1,31,NO
59,M16,Natarajan,SRH,DC,LH,Chasing,Sheikh Zayed,BALL,0,0,4,nb
60,M17,Marcus Stoinis,DC,MI,RH,Defending,Dubai,ALL,0,1,21,CAUGHT
60,M17,Shikhar Dhawan,DC,MI,LH,Defending,Dubai,BAT,15,0,22,BOLD
60,M17,Shreyas Iyer,DC,MI,RH,Defending,Dubai,BAT,65,0,87,NO
60,M17,Hetmeyer,DC,MI,LH,Defending,Dubai,BAT,5,0,10,CAUGHT
60,M17,Rishabh Pant,DC,MI,LH,Defending,Dubai,WK,56,0,90,CAUGHT
60,M17,A Rahane,DC,MI,RH,Defending,Dubai,BAT,2,0,14,CAUGHT
60,M17,Axar Patel,DC,MI,LH,Defending,Dubai,BALL,9,0,18,CAUGHT
60,M17,Rabada,DC,MI,LH,Defending,Dubai,BALL,0,1,25,RUNOUT
60,M17,Nortje,DC,MI,RH,Defending,Dubai,BALL,0,2,52,nb
60,M17,Ashwin,DC,MI,RH,Defending,Dubai,BALL,0,0,4,nb
60,M17,Praveen Dubey,DC,MI,RH,Defending,Dubai,BALL,0,0,8,nb
60,M16,De Kock,MI,DC,LH,Defending,Dubai,WK,20,0,45,CAUGHT
60,M16,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,19,0,32,RUNOUT
60,M16,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,33,0,42,NO
60,M16,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,1,0,3,NO
60,M16,Rohit Sharma,MI,DC,RH,Defending,Dubai,BAT,68,0,93,CAUGHT
60,M16,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,9,0,15,BOLD
60,M16,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,0,2,68,nb
60,M16,J Yadav,MI,DC,RH,Defending,Dubai,ALL,0,1,29,nb
60,M16,Boult,MI,DC,LH,Defending,Dubai,BALL,0, ,79,nb
60,M16,Bumrah,MI,DC,RH,Defending,Dubai,BALL,0,0,4,nb
60,M16,Hardik Pandya,MI,DC,RH,Defending,Dubai,ALL,3,0,15,CAUGHT
,,,,,,,,,0,0,,RUNOUT
